transaction_id,user_id,user_spending_profile,user_bank_preference,platform,category,transaction_amount_inr,payment_method,bank,card_network,cashback_percentage,max_cashback_inr,min_transaction_inr,offer_applicable,actual_cashback_inr,effective_savings_pct,offer_valid_days,offer_start_date,offer_end_date,offer_description,offer_rank_score
TXN100247,7883D991,Occasional Buyer,HDFC,Nykaa,Beauty,1064.49,Credit Card,HDFC,RuPay,2,250,1499,False,0.0,0.0,7,2024-02-07,2024-02-14,HDFC Credit Card users get 2% back on Nykaa purchases in Beauty. Offer capped at Rs.250 min spend Rs.1499.,0.0
TXN100248,88DB2676,Occasional Buyer,ICICI,Flipkart,Electronics,30346.29,Wallet,PNB,N/A,2,300,499,True,300.0,0.9886,90,2024-08-10,2024-11-08,Use your PNB N/A card and earn 2% cashback capped at Rs.300. Applicable on Electronics orders over Rs.499.,1.4886
TXN100249,03FD8FA7,Low Spender,SBI,Zomato,Food Delivery,702.53,Wallet,GPay,N/A,8,200,1499,False,0.0,0.0,14,2024-02-19,2024-03-04,8% cashback up to Rs.200 on Food Delivery purchases using GPay Wallet. Min transaction Rs.1499.,0.0
TXN100250,A7A4E3F8,Frequent Buyer,Kotak,Nykaa,Beauty,556.17,Credit Card,Yes Bank,Visa,8,1000,4999,False,0.0,0.0,14,2024-02-19,2024-03-04,8% cashback up to Rs.1000 on Beauty purchases using Yes Bank Credit Card. Min transaction Rs.4999.,0.0
TXN100251,97966F06,Moderate Spender,No Preference,BigBasket,Grocery,1578.64,Credit Card,Kotak,Amex,15,500,1499,True,236.8,15.0003,7,2024-11-24,2024-12-01,Flat 15% discount on BigBasket order via Kotak Credit Card. Max benefit Rs.500. Min order Rs.1499.,15.5003
TXN100252,1D674F6C,High Spender,Axis,MakeMyTrip,Travel,23397.21,UPI,PNB,N/A,15,200,999,True,200.0,0.8548,30,2024-10-15,2024-11-14,15% cashback up to Rs.200 on Travel purchases using PNB UPI. Min transaction Rs.999.,1.3548
TXN100253,24865555,Low Spender,HDFC,MakeMyTrip,Travel,48593.87,Wallet,Axis,N/A,2,300,2999,True,300.0,0.6174,90,2024-12-17,2025-03-17,2% cashback for Axis N/A cardholders on Travel items at MakeMyTrip. Cap Rs.300 Threshold Rs.2999.,1.1174
TXN100254,D2128733,Moderate Spender,Axis,BigBasket,Grocery,1365.97,Credit Card,BOB,Mastercard,3,500,499,True,40.98,3.0001,14,2024-04-18,2024-05-02,Exclusive BOB offer: 3% instant discount on BigBasket via Credit Card. Max savings Rs.500. Min purchase Rs.499.,3.5001
TXN100255,D96657DA,Low Spender,Axis,Flipkart,Sports,2418.23,Debit Card,Paytm,RuPay,10,75,299,True,75.0,3.1014,60,2024-10-11,2024-12-10,Flat 10% discount on Flipkart order via Paytm Debit Card. Max benefit Rs.75. Min order Rs.299.,3.6014
TXN100256,8DE99B42,High Spender,SBI,Blinkit,Grocery,2776.34,Credit Card,GPay,Amex,3,300,499,True,83.29,3.0,14,2024-10-17,2024-10-31,Get flat 3% off with GPay Credit Card on Blinkit. Maximum discount Rs.300. Valid on orders above Rs.499.,3.5
TXN100257,671F5301,Low Spender,Kotak,Flipkart,Home & Kitchen,17415.77,UPI,Yes Bank,N/A,8,300,4999,True,300.0,1.7226,90,2024-11-07,2025-02-05,8% cashback for Yes Bank N/A cardholders on Home & Kitchen items at Flipkart. Cap Rs.300 Threshold Rs.4999.,2.2226
TXN100258,1EC4BA83,Moderate Spender,SBI,Myntra,Fashion,5136.83,Net Banking,HDFC,N/A,12,250,999,True,250.0,4.8668,7,2024-08-31,2024-09-07,Save up to Rs.250 with 12% cashback on Fashion using HDFC Net Banking. Minimum cart value Rs.999.,5.3668
TXN100259,68B742F5,High Spender,HDFC,MakeMyTrip,Travel,16925.57,Net Banking,GPay,N/A,3,150,499,True,150.0,0.8862,30,2024-08-14,2024-09-13,GPay Net Banking users get 3% back on MakeMyTrip purchases in Travel. Offer capped at Rs.150 min spend Rs.499.,1.3862
TXN100260,425450FE,Occasional Buyer,Kotak,Flipkart,Fashion,3812.87,Net Banking,GPay,N/A,15,750,1999,True,571.93,15.0,7,2024-09-20,2024-09-27,Use your GPay N/A card and earn 15% cashback capped at Rs.750. Applicable on Fashion orders over Rs.1999.,15.5
TXN100261,A3602369,High Spender,No Preference,Blinkit,Grocery,666.25,Wallet,Paytm,N/A,2,100,999,False,0.0,0.0,14,2024-01-30,2024-02-13,Exclusive Paytm offer: 2% instant discount on Blinkit via Wallet. Max savings Rs.100. Min purchase Rs.999.,0.0
TXN100262,AD204346,Occasional Buyer,HDFC,MakeMyTrip,Travel,15150.92,Net Banking,BOB,N/A,12,75,199,True,75.0,0.495,14,2024-07-09,2024-07-23,12% cashback for BOB N/A cardholders on Travel items at MakeMyTrip. Cap Rs.75 Threshold Rs.199.,0.995
TXN100263,DC0DD1B0,Occasional Buyer,ICICI,Nykaa,Beauty,1917.97,UPI,GPay,N/A,3,200,199,True,57.54,3.0,60,2024-01-26,2024-03-26,Use your GPay N/A card and earn 3% cashback capped at Rs.200. Applicable on Beauty orders over Rs.199.,3.5
TXN100264,F460FE62,Frequent Buyer,ICICI,Zomato,Food Delivery,1064.89,UPI,PhonePe,N/A,12,750,199,True,127.79,12.0003,7,2024-08-30,2024-09-06,Use your PhonePe N/A card and earn 12% cashback capped at Rs.750. Applicable on Food Delivery orders over Rs.199.,12.5003
TXN100265,2A3B7830,Moderate Spender,Kotak,Amazon,Books,453.35,UPI,GPay,N/A,8,300,2999,False,0.0,0.0,30,2024-08-23,2024-09-22,Save up to Rs.300 with 8% cashback on Books using GPay UPI. Minimum cart value Rs.2999.,0.0
TXN100266,CA68DC6A,Occasional Buyer,SBI,Blinkit,Grocery,1878.12,Credit Card,BOB,RuPay,8,200,299,True,150.25,8.0,60,2024-02-02,2024-04-02,BOB Credit Card users get 8% back on Blinkit purchases in Grocery. Offer capped at Rs.200 min spend Rs.299.,8.5
TXN100267,0E1A58AD,High Spender,SBI,BigBasket,Grocery,808.57,Wallet,Axis,N/A,2,1000,2999,False,0.0,0.0,30,2024-12-14,2025-01-13,Use your Axis N/A card and earn 2% cashback capped at Rs.1000. Applicable on Grocery orders over Rs.2999.,0.0
TXN100268,17118E62,Low Spender,No Preference,Nykaa,Beauty,1519.3,Net Banking,Yes Bank,N/A,12,50,999,True,50.0,3.291,30,2024-12-31,2025-01-30,Exclusive Yes Bank offer: 12% instant discount on Nykaa via Net Banking. Max savings Rs.50. Min purchase Rs.999.,3.791
TXN100269,B99541B4,Frequent Buyer,No Preference,Nykaa,Beauty,2684.38,Debit Card,PhonePe,Mastercard,8,75,4999,False,0.0,0.0,14,2024-05-12,2024-05-26,Use your PhonePe Mastercard card and earn 8% cashback capped at Rs.75. Applicable on Beauty orders over Rs.4999.,0.0
TXN100270,137FE2E6,High Spender,No Preference,Flipkart,Fashion,3164.63,UPI,Yes Bank,N/A,10,250,1499,True,250.0,7.8998,90,2024-05-30,2024-08-28,10% cashback for Yes Bank N/A cardholders on Fashion items at Flipkart. Cap Rs.250 Threshold Rs.1499.,8.3998
TXN100271,8FC5D4C5,Low Spender,Axis,Amazon,Electronics,40416.48,Debit Card,BOB,Visa,12,750,1499,True,750.0,1.8557,60,2024-01-28,2024-03-28,Use your BOB Visa card and earn 12% cashback capped at Rs.750. Applicable on Electronics orders over Rs.1499.,2.3557
TXN100272,9D0AAFB6,Moderate Spender,SBI,Myntra,Beauty,973.15,Debit Card,ICICI,Amex,10,100,1999,False,0.0,0.0,7,2024-01-03,2024-01-10,10% cashback for ICICI Amex cardholders on Beauty items at Myntra. Cap Rs.100 Threshold Rs.1999.,0.0
TXN100273,3BB196D8,Moderate Spender,ICICI,IRCTC,Travel,25499.7,Credit Card,SBI,Amex,12,300,2999,True,300.0,1.1765,60,2024-07-15,2024-09-13,12% cashback up to Rs.300 on Travel purchases using SBI Credit Card. Min transaction Rs.2999.,1.6765
TXN100274,1EC4BA83,Frequent Buyer,ICICI,MakeMyTrip,Travel,44816.31,Wallet,Axis,N/A,2,50,999,True,50.0,0.1116,14,2024-12-21,2025-01-04,Axis Wallet users get 2% back on MakeMyTrip purchases in Travel. Offer capped at Rs.50 min spend Rs.999.,0.6116
TXN100275,1EAC53F7,Moderate Spender,HDFC,Myntra,Beauty,1084.99,Credit Card,Kotak,RuPay,15,750,1999,False,0.0,0.0,60,2024-12-17,2025-02-15,Use your Kotak RuPay card and earn 15% cashback capped at Rs.750. Applicable on Beauty orders over Rs.1999.,0.0
TXN100276,64A17DC1,Occasional Buyer,SBI,Zomato,Food Delivery,1429.91,Net Banking,HDFC,N/A,7,150,499,True,100.09,6.9997,14,2024-01-12,2024-01-26,Use your HDFC N/A card and earn 7% cashback capped at Rs.150. Applicable on Food Delivery orders over Rs.499.,7.4997
TXN100277,32A23AD8,High Spender,No Preference,Amazon,Fashion,7074.08,UPI,BOB,N/A,2,1000,199,True,141.48,2.0,7,2024-11-30,2024-12-07,2% cashback up to Rs.1000 on Fashion purchases using BOB UPI. Min transaction Rs.199.,2.5
TXN100278,E5166D85,Low Spender,Axis,Nykaa,Beauty,880.9,UPI,PNB,N/A,5,150,199,True,44.05,5.0006,30,2024-08-03,2024-09-02,Get flat 5% off with PNB UPI on Nykaa. Maximum discount Rs.150. Valid on orders above Rs.199.,5.5006
TXN100279,F63C7EDB,Frequent Buyer,SBI,IRCTC,Travel,22103.64,Credit Card,BOB,Visa,8,75,299,True,75.0,0.3393,60,2024-04-11,2024-06-10,Exclusive BOB offer: 8% instant discount on IRCTC via Credit Card. Max savings Rs.75. Min purchase Rs.299.,0.8393
TXN100280,2489CF21,High Spender,Kotak,Zomato,Food Delivery,1099.64,UPI,SBI,N/A,2,750,4999,False,0.0,0.0,14,2024-12-18,2025-01-01,2% cashback for SBI N/A cardholders on Food Delivery items at Zomato. Cap Rs.750 Threshold Rs.4999.,0.0
TXN100281,41FC095D,Moderate Spender,HDFC,Amazon,Electronics,73016.0,Wallet,PhonePe,N/A,15,100,299,True,100.0,0.137,90,2024-02-08,2024-05-08,Get flat 15% off with PhonePe Wallet on Amazon. Maximum discount Rs.100. Valid on orders above Rs.299.,0.637
TXN100282,240ADEDF,High Spender,No Preference,Zomato,Food Delivery,1484.7,UPI,Kotak,N/A,15,50,299,True,50.0,3.3677,14,2024-01-21,2024-02-04,Save up to Rs.50 with 15% cashback on Food Delivery using Kotak UPI. Minimum cart value Rs.299.,3.8677
TXN100283,9B06B53B,High Spender,Axis,Flipkart,Electronics,68843.44,Credit Card,HDFC,Mastercard,5,250,1999,True,250.0,0.3631,60,2024-11-14,2025-01-13,Save up to Rs.250 with 5% cashback on Electronics using HDFC Credit Card. Minimum cart value Rs.1999.,0.8631
TXN100284,64C832EB,Low Spender,SBI,MakeMyTrip,Travel,7463.94,Net Banking,PNB,N/A,8,300,4999,True,300.0,4.0193,60,2024-11-28,2025-01-27,Use your PNB N/A card and earn 8% cashback capped at Rs.300. Applicable on Travel orders over Rs.4999.,4.5193
TXN100285,A3BA5BBD,Moderate Spender,No Preference,Amazon,Books,245.2,Wallet,PNB,N/A,15,100,2999,False,0.0,0.0,30,2024-11-09,2024-12-09,15% cashback up to Rs.100 on Books purchases using PNB Wallet. Min transaction Rs.2999.,0.0
TXN100286,4B5990EC,Moderate Spender,Axis,Nykaa,Beauty,4471.69,Net Banking,HDFC,N/A,3,200,1999,True,134.15,3.0,7,2024-12-26,2025-01-02,Exclusive HDFC offer: 3% instant discount on Nykaa via Net Banking. Max savings Rs.200. Min purchase Rs.1999.,3.5
TXN100287,3A078632,High Spender,Kotak,Blinkit,Grocery,1468.69,Debit Card,PNB,RuPay,12,100,199,True,100.0,6.8088,7,2024-11-25,2024-12-02,Use your PNB RuPay card and earn 12% cashback capped at Rs.100. Applicable on Grocery orders over Rs.199.,7.3088
TXN100288,87E81108,Occasional Buyer,Axis,Swiggy,Food Delivery,1164.43,UPI,Axis,N/A,10,200,199,True,116.44,9.9997,90,2024-04-24,2024-07-23,Flat 10% discount on Swiggy order via Axis UPI. Max benefit Rs.200. Min order Rs.199.,10.4997
TXN100289,95FA50DF,Moderate Spender,HDFC,Nykaa,Beauty,4065.93,Net Banking,ICICI,N/A,15,500,1999,True,500.0,12.2973,7,2024-09-11,2024-09-18,15% cashback up to Rs.500 on Beauty purchases using ICICI Net Banking. Min transaction Rs.1999.,12.7973
TXN100290,1BAAEB04,Occasional Buyer,Axis,Amazon,Electronics,66943.16,Wallet,Paytm,N/A,8,750,999,True,750.0,1.1204,60,2024-06-23,2024-08-22,Paytm Wallet users get 8% back on Amazon purchases in Electronics. Offer capped at Rs.750 min spend Rs.999.,1.6204
TXN100291,24CC4735,Low Spender,ICICI,Nykaa,Beauty,2932.71,Wallet,Paytm,N/A,15,250,4999,False,0.0,0.0,7,2024-02-19,2024-02-26,Exclusive Paytm offer: 15% instant discount on Nykaa via Wallet. Max savings Rs.250. Min purchase Rs.4999.,0.0
TXN100292,D66083B4,High Spender,SBI,BigBasket,Grocery,2195.66,Credit Card,SBI,Amex,5,300,299,True,109.78,4.9999,30,2024-11-08,2024-12-08,Exclusive SBI offer: 5% instant discount on BigBasket via Credit Card. Max savings Rs.300. Min purchase Rs.299.,5.4999
TXN100293,82D05278,Low Spender,Axis,Zomato,Food Delivery,1263.15,Debit Card,GPay,RuPay,3,300,199,True,37.89,2.9996,90,2024-03-04,2024-06-02,3% cashback for GPay RuPay cardholders on Food Delivery items at Zomato. Cap Rs.300 Threshold Rs.199.,3.4996
TXN100294,A92B7ADA,Frequent Buyer,Kotak,Swiggy,Food Delivery,155.86,Credit Card,BOB,Amex,15,750,499,False,0.0,0.0,90,2024-03-29,2024-06-27,Use your BOB Amex card and earn 15% cashback capped at Rs.750. Applicable on Food Delivery orders over Rs.499.,0.0
TXN100295,FBCE3F52,Occasional Buyer,No Preference,IRCTC,Travel,26197.29,Net Banking,Yes Bank,N/A,7,200,2999,True,200.0,0.7634,30,2024-05-30,2024-06-29,7% cashback for Yes Bank N/A cardholders on Travel items at IRCTC. Cap Rs.200 Threshold Rs.2999.,1.2634
TXN100296,C61519DA,Moderate Spender,ICICI,Myntra,Beauty,4262.45,Wallet,IDFC,N/A,7,150,999,True,150.0,3.5191,90,2024-12-31,2025-03-31,Save up to Rs.150 with 7% cashback on Beauty using IDFC Wallet. Minimum cart value Rs.999.,4.0191
TXN100297,B99541B4,High Spender,No Preference,Swiggy,Food Delivery,830.26,UPI,GPay,N/A,3,250,4999,False,0.0,0.0,90,2024-10-19,2025-01-17,Flat 3% discount on Swiggy order via GPay UPI. Max benefit Rs.250. Min order Rs.4999.,0.0
TXN100298,EC63EB41,Frequent Buyer,SBI,Myntra,Fashion,4420.47,Credit Card,Yes Bank,Mastercard,2,50,999,True,50.0,1.1311,30,2024-03-23,2024-04-22,Save up to Rs.50 with 2% cashback on Fashion using Yes Bank Credit Card. Minimum cart value Rs.999.,1.6311
TXN100299,97FE5F7A,High Spender,ICICI,Amazon,Home & Kitchen,4478.02,Wallet,HDFC,N/A,10,500,299,True,447.8,10.0,90,2024-12-11,2025-03-11,Exclusive HDFC offer: 10% instant discount on Amazon via Wallet. Max savings Rs.500. Min purchase Rs.299.,10.5
TXN100300,8DABDD26,Frequent Buyer,Axis,Zomato,Food Delivery,1085.46,Credit Card,Yes Bank,Amex,12,250,199,True,130.26,12.0004,7,2024-05-08,2024-05-15,Exclusive Yes Bank offer: 12% instant discount on Zomato via Credit Card. Max savings Rs.250. Min purchase Rs.199.,12.5004
TXN100301,F69D7FC6,Occasional Buyer,ICICI,MakeMyTrip,Travel,39255.04,Debit Card,Kotak,Amex,5,75,499,True,75.0,0.1911,14,2024-09-20,2024-10-04,Get flat 5% off with Kotak Debit Card on MakeMyTrip. Maximum discount Rs.75. Valid on orders above Rs.499.,0.6911
TXN100302,D9782AD5,Low Spender,Axis,BigBasket,Grocery,651.18,Wallet,Kotak,N/A,2,250,4999,False,0.0,0.0,14,2024-01-21,2024-02-04,Use your Kotak N/A card and earn 2% cashback capped at Rs.250. Applicable on Grocery orders over Rs.4999.,0.0
TXN100303,6C53A07D,High Spender,Kotak,Amazon,Home & Kitchen,10065.74,Wallet,BOB,N/A,10,75,1999,True,75.0,0.7451,90,2024-04-22,2024-07-21,Use your BOB N/A card and earn 10% cashback capped at Rs.75. Applicable on Home & Kitchen orders over Rs.1999.,1.2451
TXN100304,D15C9975,Low Spender,Kotak,Swiggy,Food Delivery,883.16,Net Banking,ICICI,N/A,10,150,999,False,0.0,0.0,30,2024-06-18,2024-07-18,ICICI Net Banking users get 10% back on Swiggy purchases in Food Delivery. Offer capped at Rs.150 min spend Rs.999.,0.0
TXN100305,AA86E549,Moderate Spender,Kotak,Blinkit,Grocery,2990.9,Credit Card,ICICI,RuPay,15,150,999,True,150.0,5.0152,7,2024-12-15,2024-12-22,ICICI Credit Card users get 15% back on Blinkit purchases in Grocery. Offer capped at Rs.150 min spend Rs.999.,5.5152
TXN100306,67C44941,Low Spender,Axis,BigBasket,Grocery,366.71,Wallet,IDFC,N/A,15,500,199,True,55.01,15.001,30,2024-11-29,2024-12-29,Exclusive IDFC offer: 15% instant discount on BigBasket via Wallet. Max savings Rs.500. Min purchase Rs.199.,15.501
TXN100307,364F1AC2,Frequent Buyer,HDFC,Flipkart,Fashion,7787.22,Wallet,BOB,N/A,2,75,999,True,75.0,0.9631,14,2024-12-16,2024-12-30,Flat 2% discount on Flipkart order via BOB Wallet. Max benefit Rs.75. Min order Rs.999.,1.4631
TXN100308,F08098FD,Low Spender,ICICI,Blinkit,Grocery,2045.72,Credit Card,GPay,Mastercard,2,500,1999,True,40.91,1.9998,7,2024-02-14,2024-02-21,Get flat 2% off with GPay Credit Card on Blinkit. Maximum discount Rs.500. Valid on orders above Rs.1999.,2.4998
TXN100309,03FD8FA7,Moderate Spender,SBI,Blinkit,Grocery,1852.4,Debit Card,Kotak,Amex,12,500,2999,False,0.0,0.0,60,2024-06-10,2024-08-09,12% cashback up to Rs.500 on Grocery purchases using Kotak Debit Card. Min transaction Rs.2999.,0.0
TXN100310,4133F170,Low Spender,Kotak,Amazon,Electronics,61697.04,Wallet,HDFC,N/A,3,250,299,True,250.0,0.4052,30,2024-12-17,2025-01-16,Save up to Rs.250 with 3% cashback on Electronics using HDFC Wallet. Minimum cart value Rs.299.,0.9052
TXN100311,1669DFB9,Low Spender,SBI,Nykaa,Beauty,2157.03,Credit Card,PNB,Mastercard,7,100,2999,False,0.0,0.0,90,2024-05-31,2024-08-29,Use your PNB Mastercard card and earn 7% cashback capped at Rs.100. Applicable on Beauty orders over Rs.2999.,0.0
TXN100312,06132E43,High Spender,HDFC,Blinkit,Grocery,632.73,Credit Card,Paytm,Amex,3,200,999,False,0.0,0.0,30,2024-04-18,2024-05-18,Flat 3% discount on Blinkit order via Paytm Credit Card. Max benefit Rs.200. Min order Rs.999.,0.0
TXN100313,240ADEDF,Frequent Buyer,ICICI,Swiggy,Food Delivery,448.06,UPI,Axis,N/A,3,100,199,True,13.44,2.9996,90,2024-08-24,2024-11-22,Get flat 3% off with Axis UPI on Swiggy. Maximum discount Rs.100. Valid on orders above Rs.199.,3.4996
TXN100314,7516F104,Low Spender,SBI,Flipkart,Fashion,5941.92,Net Banking,IDFC,N/A,10,100,999,True,100.0,1.683,7,2024-05-25,2024-06-01,Get flat 10% off with IDFC Net Banking on Flipkart. Maximum discount Rs.100. Valid on orders above Rs.999.,2.183
TXN100315,CD3ACC64,Moderate Spender,SBI,Nykaa,Beauty,1843.23,UPI,GPay,N/A,5,1000,1999,False,0.0,0.0,30,2024-08-07,2024-09-06,Use your GPay N/A card and earn 5% cashback capped at Rs.1000. Applicable on Beauty orders over Rs.1999.,0.0
TXN100316,DCBC7AC6,High Spender,ICICI,Zomato,Food Delivery,523.52,UPI,SBI,N/A,10,500,4999,False,0.0,0.0,60,2024-07-02,2024-08-31,Save up to Rs.500 with 10% cashback on Food Delivery using SBI UPI. Minimum cart value Rs.4999.,0.0
TXN100317,CF69371A,Frequent Buyer,HDFC,Swiggy,Food Delivery,1286.42,Debit Card,BOB,Mastercard,8,75,299,True,75.0,5.8301,7,2024-09-16,2024-09-23,8% cashback up to Rs.75 on Food Delivery purchases using BOB Debit Card. Min transaction Rs.299.,6.3301
TXN100318,7D1FE124,Frequent Buyer,Kotak,Myntra,Fashion,7297.28,Wallet,Kotak,N/A,15,100,1999,True,100.0,1.3704,60,2024-04-24,2024-06-23,Save up to Rs.100 with 15% cashback on Fashion using Kotak Wallet. Minimum cart value Rs.1999.,1.8704
TXN100319,6039FD99,Occasional Buyer,Kotak,Blinkit,Grocery,1371.32,Wallet,HDFC,N/A,7,1000,499,True,95.99,6.9998,90,2024-03-12,2024-06-10,7% cashback for HDFC N/A cardholders on Grocery items at Blinkit. Cap Rs.1000 Threshold Rs.499.,7.4998
TXN100320,CC185C88,Moderate Spender,Kotak,IRCTC,Travel,37324.15,Net Banking,IDFC,N/A,2,150,4999,True,150.0,0.4019,14,2024-02-02,2024-02-16,Save up to Rs.150 with 2% cashback on Travel using IDFC Net Banking. Minimum cart value Rs.4999.,0.9019
TXN100321,8703BFD7,Moderate Spender,HDFC,Zomato,Food Delivery,673.93,Net Banking,HDFC,N/A,2,250,299,True,13.48,2.0002,90,2024-11-20,2025-02-18,Save up to Rs.250 with 2% cashback on Food Delivery using HDFC Net Banking. Minimum cart value Rs.299.,2.5002
TXN100322,F08098FD,High Spender,Kotak,Blinkit,Grocery,1316.98,Net Banking,IDFC,N/A,3,750,1499,False,0.0,0.0,60,2024-04-24,2024-06-23,Flat 3% discount on Blinkit order via IDFC Net Banking. Max benefit Rs.750. Min order Rs.1499.,0.0
TXN100323,1C32A6F6,High Spender,Axis,Nykaa,Beauty,2658.63,Debit Card,PNB,Mastercard,7,75,1499,True,75.0,2.821,14,2024-03-17,2024-03-31,Use your PNB Mastercard card and earn 7% cashback capped at Rs.75. Applicable on Beauty orders over Rs.1499.,3.321
TXN100324,C25CF05C,High Spender,Kotak,Flipkart,Fashion,3609.6,UPI,GPay,N/A,3,500,4999,False,0.0,0.0,60,2024-04-17,2024-06-16,Use your GPay N/A card and earn 3% cashback capped at Rs.500. Applicable on Fashion orders over Rs.4999.,0.0
TXN100325,2A3B7830,Occasional Buyer,HDFC,Zomato,Food Delivery,322.64,Wallet,SBI,N/A,5,750,199,True,16.13,4.9994,90,2024-03-16,2024-06-14,5% cashback up to Rs.750 on Food Delivery purchases using SBI Wallet. Min transaction Rs.199.,5.4994
TXN100326,B52C8A72,High Spender,ICICI,Blinkit,Grocery,1918.27,Wallet,PhonePe,N/A,2,200,299,True,38.37,2.0002,14,2024-08-17,2024-08-31,2% cashback for PhonePe N/A cardholders on Grocery items at Blinkit. Cap Rs.200 Threshold Rs.299.,2.5002
TXN100327,2CC767A6,Occasional Buyer,ICICI,Zomato,Food Delivery,961.13,Wallet,SBI,N/A,8,100,1999,False,0.0,0.0,60,2024-11-01,2024-12-31,Get flat 8% off with SBI Wallet on Zomato. Maximum discount Rs.100. Valid on orders above Rs.1999.,0.0
TXN100328,DD46D1F6,Occasional Buyer,Axis,Swiggy,Food Delivery,172.36,Wallet,BOB,N/A,12,100,299,False,0.0,0.0,14,2024-08-31,2024-09-14,12% cashback up to Rs.100 on Food Delivery purchases using BOB Wallet. Min transaction Rs.299.,0.0
TXN100329,64C832EB,Frequent Buyer,Kotak,Flipkart,Electronics,41168.07,Debit Card,Paytm,Visa,12,750,2999,True,750.0,1.8218,30,2024-01-23,2024-02-22,Flat 12% discount on Flipkart order via Paytm Debit Card. Max benefit Rs.750. Min order Rs.2999.,2.3218
TXN100330,DD46D1F6,Occasional Buyer,Axis,MakeMyTrip,Travel,22423.49,UPI,PNB,N/A,7,75,1499,True,75.0,0.3345,90,2024-10-05,2025-01-03,Flat 7% discount on MakeMyTrip order via PNB UPI. Max benefit Rs.75. Min order Rs.1499.,0.8345
TXN100331,5A1A37CE,Moderate Spender,HDFC,Amazon,Electronics,43982.14,Net Banking,PhonePe,N/A,7,250,2999,True,250.0,0.5684,30,2024-02-24,2024-03-25,Use your PhonePe N/A card and earn 7% cashback capped at Rs.250. Applicable on Electronics orders over Rs.2999.,1.0684
TXN100332,83406AF7,Frequent Buyer,SBI,BigBasket,Grocery,1824.61,Wallet,Kotak,N/A,12,150,2999,False,0.0,0.0,90,2024-10-12,2025-01-10,12% cashback for Kotak N/A cardholders on Grocery items at BigBasket. Cap Rs.150 Threshold Rs.2999.,0.0
TXN100333,DBC588DD,High Spender,Kotak,Blinkit,Grocery,985.2,UPI,Paytm,N/A,10,300,499,True,98.52,10.0,7,2024-04-27,2024-05-04,10% cashback for Paytm N/A cardholders on Grocery items at Blinkit. Cap Rs.300 Threshold Rs.499.,10.5
TXN100334,EF3B43D7,Moderate Spender,HDFC,Zomato,Food Delivery,1211.21,Wallet,Paytm,N/A,2,100,2999,False,0.0,0.0,7,2024-02-16,2024-02-23,Use your Paytm N/A card and earn 2% cashback capped at Rs.100. Applicable on Food Delivery orders over Rs.2999.,0.0
TXN100335,F39C83F7,Frequent Buyer,Axis,Flipkart,Electronics,24731.9,UPI,ICICI,N/A,2,300,2999,True,300.0,1.213,90,2024-12-01,2025-03-01,Save up to Rs.300 with 2% cashback on Electronics using ICICI UPI. Minimum cart value Rs.2999.,1.713
TXN100336,D776EBCD,Frequent Buyer,HDFC,Swiggy,Food Delivery,742.61,Debit Card,PhonePe,RuPay,7,50,999,False,0.0,0.0,90,2024-03-27,2024-06-25,7% cashback up to Rs.50 on Food Delivery purchases using PhonePe Debit Card. Min transaction Rs.999.,0.0
TXN100337,9B06B53B,Moderate Spender,No Preference,Amazon,Books,221.58,UPI,Yes Bank,N/A,10,300,2999,False,0.0,0.0,90,2024-04-12,2024-07-11,10% cashback up to Rs.300 on Books purchases using Yes Bank UPI. Min transaction Rs.2999.,0.0
TXN100338,4A1FCDAA,Low Spender,HDFC,Blinkit,Grocery,2260.57,Wallet,Paytm,N/A,10,250,1499,True,226.06,10.0001,14,2024-11-06,2024-11-20,Exclusive Paytm offer: 10% instant discount on Blinkit via Wallet. Max savings Rs.250. Min purchase Rs.1499.,10.5001
TXN100339,1707C9EB,Occasional Buyer,Kotak,Amazon,Home & Kitchen,3913.18,Wallet,ICICI,N/A,3,750,1499,True,117.4,3.0001,30,2024-02-29,2024-03-30,Save up to Rs.750 with 3% cashback on Home & Kitchen using ICICI Wallet. Minimum cart value Rs.1499.,3.5001
TXN100340,AC58C552,Frequent Buyer,Kotak,BigBasket,Grocery,2908.35,Wallet,PNB,N/A,7,250,4999,False,0.0,0.0,60,2024-10-27,2024-12-26,7% cashback up to Rs.250 on Grocery purchases using PNB Wallet. Min transaction Rs.4999.,0.0
TXN100341,3B034225,Low Spender,SBI,Flipkart,Sports,6519.79,Debit Card,PhonePe,Mastercard,10,300,1999,True,300.0,4.6014,90,2024-10-01,2024-12-30,10% cashback up to Rs.300 on Sports purchases using PhonePe Debit Card. Min transaction Rs.1999.,5.1014
TXN100342,94F8729B,High Spender,ICICI,BigBasket,Grocery,1377.11,UPI,ICICI,N/A,5,500,1999,False,0.0,0.0,30,2024-04-21,2024-05-21,Save up to Rs.500 with 5% cashback on Grocery using ICICI UPI. Minimum cart value Rs.1999.,0.0
TXN100343,3DE02205,Moderate Spender,Axis,Zomato,Food Delivery,1142.83,UPI,Axis,N/A,7,150,999,True,80.0,7.0002,90,2024-07-01,2024-09-29,Use your Axis N/A card and earn 7% cashback capped at Rs.150. Applicable on Food Delivery orders over Rs.999.,7.5002
